Month-Year,HEADLINES,SEC filings-Highlights,Open,Close
2019-03,Microsoft Seizes Websites It Traces to Iranian Hackers,"1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 41% to $9.6 billion.
2. Office Commercial revenue increased 12%, driven by Office 365 Commercial growth of 30%.
3. Office Consumer revenue increased 8% and Office 365 Consumer subscribers increased to 34.2 million.
4. LinkedIn revenue increased 27%, with record levels of engagement highlighted by LinkedIn sessions growth of 24%.
5. Dynamics revenue increased 13%, driven by Dynamics 365 growth of 43%.  
6. Server products and cloud services revenue, including GitHub, increased 27%, driven by Azure growth of 73%.  
7. Enterprise Services revenue increased 4%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
9. Windows Commercial revenue increased 18%.
10. Microsoft Surface revenue increased 21%.
11. Gaming revenue increased 5%, driven by Xbox software and services growth of 12%.",112.889999,117.940002
2019-04,"Amazon and Microsoft Are 2 Finalists for $10 Billion Pentagon Contract | Microsoft’s Profit Rises 19% as Its Cloud Business Drives Strong Results | Microsoft Touches $1 Trillion Value, Signaling Big Tech’s Stock Market Comeback","1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 41% to $9.6 billion.
2. Office Commercial revenue increased 12%, driven by Office 365 Commercial growth of 30%.
3. Office Consumer revenue increased 8% and Office 365 Consumer subscribers increased to 34.2 million.
4. LinkedIn revenue increased 27%, with record levels of engagement highlighted by LinkedIn sessions growth of 24%.
5. Dynamics revenue increased 13%, driven by Dynamics 365 growth of 43%.  
6. Server products and cloud services revenue, including GitHub, increased 27%, driven by Azure growth of 73%.  
7. Enterprise Services revenue increased 4%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
9. Windows Commercial revenue increased 18%.
10. Microsoft Surface revenue increased 21%.
11. Gaming revenue increased 5%, driven by Xbox software and services growth of 12%.",118.949997,130.600006
2019-06,"5 Lessons From Microsoft’s Antitrust Woes, by People Who Lived It","	
1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 36% to $11.6 billion.
2. Office Commercial revenue increased 13%, driven by Office 365 Commercial growth of 25%.
3. Office Consumer revenue increased 5%, and Office 365 Consumer subscribers increased to 35.6 million.
4. LinkedIn revenue increased 25%.
5. Dynamics revenue increased 14%, driven by Dynamics 365 growth of 41%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 59%.
7. Enterprise Services revenue increased 7%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
9.  Windows Commercial revenue increased 26%. 
10. Search advertising revenue, excluding traffic acquisition costs, increased 11%.
11. Xbox content and services revenue was relatively unchanged.
12. Microsoft Surface revenue decreased 4%.",123.849998,133.960007
2019-07,"IBM Bets $34 Billion That Red Hat Can Help It Catch Amazon and Microsoft | Judge Clears Way for Amazon and Microsoft to Compete for Giant Pentagon Contract | Microsoft Earnings: Sales Jump 12 Percent, Fueled by Cloud | With $1 Billion From Microsoft, an A.I. Lab Wants to Mimic the Brain","	
1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 36% to $11.6 billion.
2. Office Commercial revenue increased 13%, driven by Office 365 Commercial growth of 25%.
3. Office Consumer revenue increased 5%, and Office 365 Consumer subscribers increased to 35.6 million.
4. LinkedIn revenue increased 25%.
5. Dynamics revenue increased 14%, driven by Dynamics 365 growth of 41%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 59%.
7. Enterprise Services revenue increased 7%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
9.  Windows Commercial revenue increased 26%. 
10. Search advertising revenue, excluding traffic acquisition costs, increased 11%.
11. Xbox content and services revenue was relatively unchanged.
12. Microsoft Surface revenue decreased 4%.",136.630005,136.270004
2019-08,Do We Really Want a Microsoft of Marijuana?,"	
1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 36% to $11.6 billion.
2. Office Commercial revenue increased 13%, driven by Office 365 Commercial growth of 25%.
3. Office Consumer revenue increased 5%, and Office 365 Consumer subscribers increased to 35.6 million.
4. LinkedIn revenue increased 25%.
5. Dynamics revenue increased 14%, driven by Dynamics 365 growth of 41%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 59%.
7. Enterprise Services revenue increased 7%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
9.  Windows Commercial revenue increased 26%. 
10. Search advertising revenue, excluding traffic acquisition costs, increased 11%.
11. Xbox content and services revenue was relatively unchanged.
12. Microsoft Surface revenue decreased 4%.",137.0,137.860001
2019-09,How Top-Valued Microsoft Has Avoided the Big Tech Backlash | DealBook D.C. Summit: Mnuchin Talks Trade and the Economy; Microsoft’s Brad Smith on Tech Policy | Microsoft’s President on Silicon Valley in the Cross Hairs,"	
1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 39% to $12.5 billion.
2. Office Commercial revenue increased 16%, driven by Office 365 Commercial growth of 27%.
3. Office Consumer revenue increased 19%, and Office 365 Consumer subscribers increased to 37.2 million.
4. LinkedIn revenue increased 24%.
5. Dynamics revenue increased 12%, driven by Dynamics 365 growth of 42%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 62%.
7. Enterprise Services revenue increased 6%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 18%.
9. Windows Commercial revenue increased 25%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 6%.
11. Microsoft Surface revenue increased 6%.
12. Xbox content and services revenue decreased 11%. | ANNUAL 	
1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 36% to $11.6 billion.
2. Office Commercial revenue increased 13%, driven by Office 365 Commercial growth of 25%.
3. Office Consumer revenue increased 5%, and Office 365 Consumer subscribers increased to 35.6 million.
4. LinkedIn revenue increased 25%.
5. Dynamics revenue increased 14%, driven by Dynamics 365 growth of 41%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 59%.
7. Enterprise Services revenue increased 7%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
9.  Windows Commercial revenue increased 26%. 
10. Search advertising revenue, excluding traffic acquisition costs, increased 11%.
11. Xbox content and services revenue was relatively unchanged.
12. Microsoft Surface revenue decreased 4%.",136.610001,139.029999
2019-10,"Microsoft Rides Cloud to a 21% Increase in Profits | Microsoft Wins Pentagon’s $10 Billion JEDI Contract, Thwarting Amazon | Microsoft Says Russians Hacked Antidoping Agency Computers","	
1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 39% to $12.5 billion.
2. Office Commercial revenue increased 16%, driven by Office 365 Commercial growth of 27%.
3. Office Consumer revenue increased 19%, and Office 365 Consumer subscribers increased to 37.2 million.
4. LinkedIn revenue increased 24%.
5. Dynamics revenue increased 12%, driven by Dynamics 365 growth of 42%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 62%.
7. Enterprise Services revenue increased 6%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 18%.
9. Windows Commercial revenue increased 25%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 6%.
11. Microsoft Surface revenue increased 6%.
12. Xbox content and services revenue decreased 11%. | ANNUAL 	
1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 36% to $11.6 billion.
2. Office Commercial revenue increased 13%, driven by Office 365 Commercial growth of 25%.
3. Office Consumer revenue increased 5%, and Office 365 Consumer subscribers increased to 35.6 million.
4. LinkedIn revenue increased 25%.
5. Dynamics revenue increased 14%, driven by Dynamics 365 growth of 41%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 59%.
7. Enterprise Services revenue increased 7%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
9.  Windows Commercial revenue increased 26%. 
10. Search advertising revenue, excluding traffic acquisition costs, increased 11%.
11. Xbox content and services revenue was relatively unchanged.
12. Microsoft Surface revenue decreased 4%.",139.660004,143.369995
2019-11,"Microsoft Surface Pro X Review: Powerful Computer, but So-So Tablet","	
1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 39% to $12.5 billion.
2. Office Commercial revenue increased 16%, driven by Office 365 Commercial growth of 27%.
3. Office Consumer revenue increased 19%, and Office 365 Consumer subscribers increased to 37.2 million.
4. LinkedIn revenue increased 24%.
5. Dynamics revenue increased 12%, driven by Dynamics 365 growth of 42%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 62%.
7. Enterprise Services revenue increased 6%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 18%.
9. Windows Commercial revenue increased 25%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 6%.
11. Microsoft Surface revenue increased 6%.
12. Xbox content and services revenue decreased 11%.",144.259995,151.380005
2019-12,,"1. Commercial cloud revenue increased 39% to $13.3 billion.
2. Office Commercial revenue increased 13%, driven by Office 365 Commercial growth of 25%.
3. Office Consumer revenue increased 15%, with continued growth in Office 365 Consumer subscribers to 39.6 million.
4. LinkedIn revenue increased 21%.
5. Dynamics revenue increased 17%, driven by Dynamics 365 growth of 47%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 59%.
7. Enterprise Services revenue increased 6%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue was relatively unchanged.
9. Windows Commercial revenue increased 17%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 1%.
11. Xbox content and services revenue increased 2%.
12. Surface revenue increased 1%. | ANNUAL 	
1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 39% to $12.5 billion.
2. Office Commercial revenue increased 16%, driven by Office 365 Commercial growth of 27%.
3. Office Consumer revenue increased 19%, and Office 365 Consumer subscribers increased to 37.2 million.
4. LinkedIn revenue increased 24%.
5. Dynamics revenue increased 12%, driven by Dynamics 365 growth of 42%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 62%.
7. Enterprise Services revenue increased 6%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 18%.
9. Windows Commercial revenue increased 25%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 6%.
11. Microsoft Surface revenue increased 6%.
12. Xbox content and services revenue decreased 11%.",151.809998,157.699997
2020-01,,"1. Commercial cloud revenue increased 39% to $13.3 billion.
2. Office Commercial revenue increased 13%, driven by Office 365 Commercial growth of 25%.
3. Office Consumer revenue increased 15%, with continued growth in Office 365 Consumer subscribers to 39.6 million.
4. LinkedIn revenue increased 21%.
5. Dynamics revenue increased 17%, driven by Dynamics 365 growth of 47%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 59%.
7. Enterprise Services revenue increased 6%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue was relatively unchanged.
9. Windows Commercial revenue increased 17%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 1%.
11. Xbox content and services revenue increased 2%.
12. Surface revenue increased 1%. | ANNUAL 	
1. Commercial cloud revenue, which includes Microsoft Office 365 Commercial, Microsoft Azure, the commercial portion of LinkedIn, Microsoft Dynamics 365, and other commercial cloud properties, increased 39% to $12.5 billion.
2. Office Commercial revenue increased 16%, driven by Office 365 Commercial growth of 27%.
3. Office Consumer revenue increased 19%, and Office 365 Consumer subscribers increased to 37.2 million.
4. LinkedIn revenue increased 24%.
5. Dynamics revenue increased 12%, driven by Dynamics 365 growth of 42%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 62%.
7. Enterprise Services revenue increased 6%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 18%.
9. Windows Commercial revenue increased 25%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 6%.
11. Microsoft Surface revenue increased 6%.
12. Xbox content and services revenue decreased 11%.",158.779999,170.229996
2020-02,"Judge Halts Work on Microsoft’s JEDI Contract, a Victory for Amazon | Microsoft Issues Financial Warning Because of Coronavirus","1. Commercial cloud revenue increased 39% to $13.3 billion.
2. Office Commercial revenue increased 13%, driven by Office 365 Commercial growth of 25%.
3. Office Consumer revenue increased 15%, with continued growth in Office 365 Consumer subscribers to 39.6 million.
4. LinkedIn revenue increased 21%.
5. Dynamics revenue increased 17%, driven by Dynamics 365 growth of 47%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 59%.
7. Enterprise Services revenue increased 6%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue was relatively unchanged.
9. Windows Commercial revenue increased 17%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 1%.
11. Xbox content and services revenue increased 2%.
12. Surface revenue increased 1%.",170.429993,162.009995
2020-03,"A Botnet Is Taken Down in an Operation by Microsoft, Not the Government | Bill Gates Stepping Down From Microsoft’s Board | Ahead of the Pack, How Microsoft Told Workers to Stay Home","	
1. Commercial cloud revenue increased 36% to $51.7 billion.
2. Office Commercial products and cloud services revenue increased 12%, driven by Office 365 Commercial growth of 24%.
3. Office Consumer products and cloud services revenue increased 11%, with continued growth in Office 365 Consumer subscribers to 42.7 million.
4. LinkedIn revenue increased 20%.
5. Dynamics products and cloud services revenue increased 14%, driven by Dynamics 365 growth of 42%.
6. Server products and cloud services revenue increased 27%, driven by Azure growth of 56%.
7. Enterprise Services revenue increased 5%.
8. Windows Commercial products and cloud services revenue increased 18%.
9. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
10. Surface revenue increased 8%.
11. Xbox content and services revenue increased 11%.
12. Search advertising revenue, excluding traffic acquisition costs, was relatively unchanged. | ANNUAL 1. Commercial cloud revenue increased 39% to $13.3 billion.
2. Office Commercial revenue increased 13%, driven by Office 365 Commercial growth of 25%.
3. Office Consumer revenue increased 15%, with continued growth in Office 365 Consumer subscribers to 39.6 million.
4. LinkedIn revenue increased 21%.
5. Dynamics revenue increased 17%, driven by Dynamics 365 growth of 47%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 59%.
7. Enterprise Services revenue increased 6%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue was relatively unchanged.
9. Windows Commercial revenue increased 17%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 1%.
11. Xbox content and services revenue increased 2%.
12. Surface revenue increased 1%.",165.309998,157.710007
2020-04,,"	
1. Commercial cloud revenue increased 36% to $51.7 billion.
2. Office Commercial products and cloud services revenue increased 12%, driven by Office 365 Commercial growth of 24%.
3. Office Consumer products and cloud services revenue increased 11%, with continued growth in Office 365 Consumer subscribers to 42.7 million.
4. LinkedIn revenue increased 20%.
5. Dynamics products and cloud services revenue increased 14%, driven by Dynamics 365 growth of 42%.
6. Server products and cloud services revenue increased 27%, driven by Azure growth of 56%.
7. Enterprise Services revenue increased 5%.
8. Windows Commercial products and cloud services revenue increased 18%.
9. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
10. Surface revenue increased 8%.
11. Xbox content and services revenue increased 11%.
12. Search advertising revenue, excluding traffic acquisition costs, was relatively unchanged. | ANNUAL 1. Commercial cloud revenue increased 39% to $13.3 billion.
2. Office Commercial revenue increased 13%, driven by Office 365 Commercial growth of 25%.
3. Office Consumer revenue increased 15%, with continued growth in Office 365 Consumer subscribers to 39.6 million.
4. LinkedIn revenue increased 21%.
5. Dynamics revenue increased 17%, driven by Dynamics 365 growth of 47%.
6. Server products and cloud services revenue increased 30%, driven by Azure growth of 59%.
7. Enterprise Services revenue increased 6%.
8. Windows original equipment manufacturer licensing (“Windows OEM”) revenue was relatively unchanged.
9. Windows Commercial revenue increased 17%.
10. Search advertising revenue, excluding traffic acquisition costs, increased 1%.
11. Xbox content and services revenue increased 2%.
12. Surface revenue increased 1%.",153.0,179.210007
2020-05,,"	
1. Commercial cloud revenue increased 36% to $51.7 billion.
2. Office Commercial products and cloud services revenue increased 12%, driven by Office 365 Commercial growth of 24%.
3. Office Consumer products and cloud services revenue increased 11%, with continued growth in Office 365 Consumer subscribers to 42.7 million.
4. LinkedIn revenue increased 20%.
5. Dynamics products and cloud services revenue increased 14%, driven by Dynamics 365 growth of 42%.
6. Server products and cloud services revenue increased 27%, driven by Azure growth of 56%.
7. Enterprise Services revenue increased 5%.
8. Windows Commercial products and cloud services revenue increased 18%.
9. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
10. Surface revenue increased 8%.
11. Xbox content and services revenue increased 11%.
12. Search advertising revenue, excluding traffic acquisition costs, was relatively unchanged.",175.800003,183.25
2020-06,,"1. Commercial cloud revenue increased 31% to $15.2 billion.
2. Office Commercial products and cloud services revenue increased 9%, driven by Office 365 Commercial growth of 21%.
3. Office Consumer products and cloud services revenue increased 13%, with continued growth in Microsoft 365 Consumer subscribers to 45.3 million.
4. LinkedIn revenue increased 16%.
5. Dynamics products and cloud services revenue increased 19%, driven by Dynamics 365 growth of 38%.
6. Server products and cloud services revenue increased 22%, driven by Azure growth of 48%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 5%.
8. Windows Commercial products and cloud services revenue increased 13%.
9. Xbox content and services revenue increased 30%. | ANNUAL 	
1. Commercial cloud revenue increased 36% to $51.7 billion.
2. Office Commercial products and cloud services revenue increased 12%, driven by Office 365 Commercial growth of 24%.
3. Office Consumer products and cloud services revenue increased 11%, with continued growth in Office 365 Consumer subscribers to 42.7 million.
4. LinkedIn revenue increased 20%.
5. Dynamics products and cloud services revenue increased 14%, driven by Dynamics 365 growth of 42%.
6. Server products and cloud services revenue increased 27%, driven by Azure growth of 56%.
7. Enterprise Services revenue increased 5%.
8. Windows Commercial products and cloud services revenue increased 18%.
9. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
10. Surface revenue increased 8%.
11. Xbox content and services revenue increased 11%.
12. Search advertising revenue, excluding traffic acquisition costs, was relatively unchanged.",182.539993,203.509995
2020-07,"Magic Leap Hires Top Microsoft Executive as C.E.O. | Slack Accuses Microsoft of Illegally Crushing Competition | Microsoft Said to Be in Talks to Buy TikTok, as Trump Weighs Curtailing App","1. Commercial cloud revenue increased 31% to $15.2 billion.
2. Office Commercial products and cloud services revenue increased 9%, driven by Office 365 Commercial growth of 21%.
3. Office Consumer products and cloud services revenue increased 13%, with continued growth in Microsoft 365 Consumer subscribers to 45.3 million.
4. LinkedIn revenue increased 16%.
5. Dynamics products and cloud services revenue increased 19%, driven by Dynamics 365 growth of 38%.
6. Server products and cloud services revenue increased 22%, driven by Azure growth of 48%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 5%.
8. Windows Commercial products and cloud services revenue increased 13%.
9. Xbox content and services revenue increased 30%. | ANNUAL 	
1. Commercial cloud revenue increased 36% to $51.7 billion.
2. Office Commercial products and cloud services revenue increased 12%, driven by Office 365 Commercial growth of 24%.
3. Office Consumer products and cloud services revenue increased 11%, with continued growth in Office 365 Consumer subscribers to 42.7 million.
4. LinkedIn revenue increased 20%.
5. Dynamics products and cloud services revenue increased 14%, driven by Dynamics 365 growth of 42%.
6. Server products and cloud services revenue increased 27%, driven by Azure growth of 56%.
7. Enterprise Services revenue increased 5%.
8. Windows Commercial products and cloud services revenue increased 18%.
9. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 9%.
10. Surface revenue increased 8%.
11. Xbox content and services revenue increased 11%.
12. Search advertising revenue, excluding traffic acquisition costs, was relatively unchanged.",203.139999,205.009995
2020-08,"Microsoft Says It’ll Continue Pursuit of TikTok | Microsoft Can Save TikTok — if Trump Doesn’t Mess It Up | With TikTok, ‘Uncool’ Microsoft Aims for the Love of Tweens | What Would Microsoft Do With TikTok? | Trump Reverses Course on TikTok, Opening Door to Microsoft Bid | Is Microsoft Sure It Wants to Buy TikTok? | I Tried Microsoft’s Flight Simulator. The Earth Never Seemed So Real. | How TikTok’s Talks With Microsoft Turned Into a Soap Opera | Behind the scenes of TikTok’s talks with Microsoft. | In Bid for TikTok, Microsoft Flexes Its Power in Washington","1. Commercial cloud revenue increased 31% to $15.2 billion.
2. Office Commercial products and cloud services revenue increased 9%, driven by Office 365 Commercial growth of 21%.
3. Office Consumer products and cloud services revenue increased 13%, with continued growth in Microsoft 365 Consumer subscribers to 45.3 million.
4. LinkedIn revenue increased 16%.
5. Dynamics products and cloud services revenue increased 19%, driven by Dynamics 365 growth of 38%.
6. Server products and cloud services revenue increased 22%, driven by Azure growth of 48%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 5%.
8. Windows Commercial products and cloud services revenue increased 13%.
9. Xbox content and services revenue increased 30%.",211.520004,225.529999
2020-09,"Pentagon Sticks With Microsoft for Cloud Computing Contract | Russian Intelligence Hackers Are Back, Microsoft Warns, Aiming at Officials of Both Parties | Oracle Chosen as TikTok’s Tech Partner, as Microsoft’s Bid Is Rejected | Microsoft Grabs Some of World’s Biggest Games in $7.5 Billion Deal","	
1. Commercial cloud revenue increased 34% to $16.7 billion.
2. Office Commercial products and cloud services revenue increased 11%, driven by Office 365 Commercial growth of 21%.
3. Office Consumer products and cloud services revenue increased 7%, and Microsoft 365 Consumer subscribers increased to 47.5 million.
4. LinkedIn revenue increased 23%.
5. Dynamics products and cloud services revenue increased 21%, driven by Dynamics 365 growth of 39%.
6. Server products and cloud services revenue increased 26%, driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 1%.
8. Windows Commercial products and cloud services revenue increased 10%.
9. Xbox content and services revenue increased 40%.
10. Surface revenue increased 3%. | ANNUAL 1. Commercial cloud revenue increased 31% to $15.2 billion.
2. Office Commercial products and cloud services revenue increased 9%, driven by Office 365 Commercial growth of 21%.
3. Office Consumer products and cloud services revenue increased 13%, with continued growth in Microsoft 365 Consumer subscribers to 45.3 million.
4. LinkedIn revenue increased 16%.
5. Dynamics products and cloud services revenue increased 19%, driven by Dynamics 365 growth of 38%.
6. Server products and cloud services revenue increased 22%, driven by Azure growth of 48%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 5%.
8. Windows Commercial products and cloud services revenue increased 13%.
9. Xbox content and services revenue increased 30%.",225.509995,210.330002
2020-10,"Microsoft Says App Stores Should Be More Competitive | Microsoft Takes Down a Risk to the Election, and Finds the U.S. Doing the Same | Google Up Against Laws That Thwarted Microsoft (and Others Since 1890)","	
1. Commercial cloud revenue increased 34% to $16.7 billion.
2. Office Commercial products and cloud services revenue increased 11%, driven by Office 365 Commercial growth of 21%.
3. Office Consumer products and cloud services revenue increased 7%, and Microsoft 365 Consumer subscribers increased to 47.5 million.
4. LinkedIn revenue increased 23%.
5. Dynamics products and cloud services revenue increased 21%, driven by Dynamics 365 growth of 39%.
6. Server products and cloud services revenue increased 26%, driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 1%.
8. Windows Commercial products and cloud services revenue increased 10%.
9. Xbox content and services revenue increased 40%.
10. Surface revenue increased 3%. | ANNUAL 1. Commercial cloud revenue increased 31% to $15.2 billion.
2. Office Commercial products and cloud services revenue increased 9%, driven by Office 365 Commercial growth of 21%.
3. Office Consumer products and cloud services revenue increased 13%, with continued growth in Microsoft 365 Consumer subscribers to 45.3 million.
4. LinkedIn revenue increased 16%.
5. Dynamics products and cloud services revenue increased 19%, driven by Dynamics 365 growth of 38%.
6. Server products and cloud services revenue increased 22%, driven by Azure growth of 48%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue decreased 5%.
8. Windows Commercial products and cloud services revenue increased 13%.
9. Xbox content and services revenue increased 30%.",213.490005,202.470001
2020-11,Xbox Series X and S Review: Microsoft’s New Consoles Are a Good Value. Is That Enough?,"	
1. Commercial cloud revenue increased 34% to $16.7 billion.
2. Office Commercial products and cloud services revenue increased 11%, driven by Office 365 Commercial growth of 21%.
3. Office Consumer products and cloud services revenue increased 7%, and Microsoft 365 Consumer subscribers increased to 47.5 million.
4. LinkedIn revenue increased 23%.
5. Dynamics products and cloud services revenue increased 21%, driven by Dynamics 365 growth of 39%.
6. Server products and cloud services revenue increased 26%, driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 1%.
8. Windows Commercial products and cloud services revenue increased 10%.
9. Xbox content and services revenue increased 40%.
10. Surface revenue increased 3%.",204.289993,214.070007
2020-12,Marc Benioff Sets His Sights on Microsoft | Microsoft’s Lessons for Google | Russians Are Believed to Have Used Microsoft Resellers in Cyberattacks | Microsoft Says Russian Hackers Viewed Some of Its Source Code,"	
1. Commercial cloud revenue increased 33% to $17.7 billion.
2. Office Commercial products and cloud services revenue increased 14%, driven by Office 365 Commercial growth of 22%.
3. Office Consumer products and cloud services revenue increased 5%, and Microsoft 365 Consumer subscribers increased to 50.2 million.
4. LinkedIn revenue increased 25%.
5. Dynamics products and cloud services revenue increased 26%, driven by Dynamics 365 growth of 45%.
6. Server products and cloud services revenue increased 26%, driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 10%.
8. Windows Commercial products and cloud services revenue increased 10%.
9. Xbox content and services revenue increased 34%. | ANNUAL 	
1. Commercial cloud revenue increased 34% to $16.7 billion.
2. Office Commercial products and cloud services revenue increased 11%, driven by Office 365 Commercial growth of 21%.
3. Office Consumer products and cloud services revenue increased 7%, and Microsoft 365 Consumer subscribers increased to 47.5 million.
4. LinkedIn revenue increased 23%.
5. Dynamics products and cloud services revenue increased 21%, driven by Dynamics 365 growth of 39%.
6. Server products and cloud services revenue increased 26%, driven by Azure growth of 50%.
7. Windows original equipment manufacturer licensing (“Windows OEM”) revenue increased 1%.
8. Windows Commercial products and cloud services revenue increased 10%.
9. Xbox content and services revenue increased 40%.
10. Surface revenue increased 3%.",214.509995,222.419998
